1,a,65.76,s2,41.21
2,a,71.82,s2,10.00
3,a,70.30,s2,10.00
4,a,75.15,s2,10.00
5,a,70.30,s2,10.00
6,a,73.64,s2,10.00
7,a,72.73,s2,10.00
8,a,71.82,s2,10.00
9,a,76.06,s2,10.00
10,a,75.76,s2,10.00
11,a,71.52,s2,10.00
12,a,69.09,s2,10.00
13,a,72.73,s2,10.00
14,a,70.00,s2,10.00
15,a,74.85,s2,10.00
16,a,70.61,s2,10.00
17,a,71.52,s2,10.00
18,a,73.03,s2,10.00
19,a,74.85,s2,10.00
20,a,70.61,s2,10.00
1,a,61.21,s2,39.39
2,a,66.06,s2,10.00
3,a,66.06,s2,10.00
4,a,71.82,s2,10.00
5,a,72.42,s2,10.00
6,a,72.12,s2,10.00
7,a,69.09,s2,10.00
8,a,73.03,s2,10.00
9,a,76.36,s2,10.00
10,a,76.36,s2,10.00
11,a,69.09,s2,10.00
12,a,76.36,s2,10.00
13,a,75.45,s2,10.00
14,a,70.91,s2,10.00
15,a,72.42,s2,10.00
16,a,72.12,s2,10.00
17,a,72.73,s2,10.00
18,a,74.55,s2,10.00
19,a,73.94,s2,10.30
20,a,71.21,s2,10.61
